,Period,Inst_sector,Inst_sector_code,Descriptor,SNA08TRANS,Asset_liability_code,Values
2073,2011.03,Non-profit institutions serving households,400,Financial assets Closing balance currency and deposits,LE00000,AFA0200,4417
2074,2011.03,Non-profit institutions serving households,400,Financial assets Closing balance debt securities,LE00000,AFA0300,152
2075,2011.03,Non-profit institutions serving households,400,Financial assets Closing balance loans,LE00000,AFA0400,6334
2076,2011.03,Non-profit institutions serving households,400,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,347
2077,2011.03,Non-profit institutions serving households,400,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,..
2078,2011.03,Non-profit institutions serving households,400,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,65
2079,2011.03,Non-profit institutions serving households,400,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,117
2080,2011.03,Non-profit institutions serving households,400,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,810
2081,2011.03,Non-profit institutions serving households,400,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2082,2011.03,Non-profit institutions serving households,400,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2083,2011.03,Non-profit institutions serving households,400,Financial liabilities Closing balance debt securities,LE00000,AFL0300,5
2084,2011.03,Non-profit institutions serving households,400,Financial liabilities Closing balance loans,LE00000,AFL0400,402
2085,2011.03,Non-profit institutions serving households,400,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2086,2011.03,Non-profit institutions serving households,400,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,0
2087,2011.03,Non-profit institutions serving households,400,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,..
2088,2011.03,Non-profit institutions serving households,400,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,403
2089,2011.03,Non-profit institutions serving households,400,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,7444
2090,2011.03,Non-profit institutions serving households,400,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,7987
2091,2011.03,Non-profit institutions serving households,400,Closing balance net worth,LE00000,B900000,26054
2092,2011.03,Non-profit institutions serving households,400,Closing balance total liabilities and net worth,LE00000,L000000,26863
2093,2011.03,Households,511,Closing balance total assets,LE00000,A000000,1136835
2094,2011.03,Households,511,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,674508
2095,2011.03,Households,511,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2096,2011.03,Households,511,Financial assets Closing balance currency and deposits,LE00000,AFA0200,103937
2097,2011.03,Households,511,Financial assets Closing balance debt securities,LE00000,AFA0300,5509
2098,2011.03,Households,511,Financial assets Closing balance loans,LE00000,AFA0400,670
2099,2011.03,Households,511,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,505475
2100,2011.03,Households,511,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,58917
2101,2011.03,Households,511,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,0
2102,2011.03,Households,511,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,..
2103,2011.03,Households,511,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,145108
2104,2011.03,Households,511,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2105,2011.03,Households,511,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2106,2011.03,Households,511,Financial liabilities Closing balance debt securities,LE00000,AFL0300,0
2107,2011.03,Households,511,Financial liabilities Closing balance loans,LE00000,AFL0400,145108
2108,2011.03,Households,511,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2109,2011.03,Households,511,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,0
2110,2011.03,Households,511,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,0
2111,2011.03,Households,511,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,..
2112,2011.03,Households,511,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,182598
2113,2011.03,Households,511,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,279728
2114,2011.03,Households,511,Closing balance net worth,LE00000,B900000,991727
2115,2011.03,Households,511,Closing balance total liabilities and net worth,LE00000,L000000,1136835
2116,2011.03,Rest of the world,611,Closing balance total assets,LE00000,A000000,316788
2117,2011.03,Rest of the world,611,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,316788
2118,2011.03,Rest of the world,611,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,1776
2119,2011.03,Rest of the world,611,Financial assets Closing balance currency and deposits,LE00000,AFA0200,29248
2120,2011.03,Rest of the world,611,Financial assets Closing balance debt securities,LE00000,AFA0300,122245
2121,2011.03,Rest of the world,611,Financial assets Closing balance loans,LE00000,AFA0400,81375
2122,2011.03,Rest of the world,611,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,58506
2123,2011.03,Rest of the world,611,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,0
2124,2011.03,Rest of the world,611,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,16768
2125,2011.03,Rest of the world,611,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,6869
2126,2011.03,Rest of the world,611,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,190570
2127,2011.03,Rest of the world,611,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,1778
2128,2011.03,Rest of the world,611,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,8263
2129,2011.03,Rest of the world,611,Financial liabilities Closing balance debt securities,LE00000,AFL0300,39264
2130,2011.03,Rest of the world,611,Financial liabilities Closing balance loans,LE00000,AFL0400,22423
2131,2011.03,Rest of the world,611,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,67107
2132,2011.03,Rest of the world,611,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,22376
2133,2011.03,Rest of the world,611,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,17298
2134,2011.03,Rest of the world,611,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,12062
2135,2011.03,Rest of the world,611,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,0
2136,2011.03,Rest of the world,611,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,0
2137,2011.03,Rest of the world,611,Closing balance net worth,LE00000,B900000,126218
2138,2011.03,Rest of the world,611,Closing balance total liabilities and net worth,LE00000,L000000,316788
2139,2011.03,Total economy (excl rest of the world),800,Closing balance total assets,LE00000,A000000,3460999
2140,2011.03,Total economy (excl rest of the world),800,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,2120222
2141,2011.03,Total economy (excl rest of the world),800,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,1778
2142,2011.03,Total economy (excl rest of the world),800,Financial assets Closing balance currency and deposits,LE00000,AFA0200,215438
2143,2011.03,Total economy (excl rest of the world),800,Financial assets Closing balance debt securities,LE00000,AFA0300,192389
2144,2011.03,Total economy (excl rest of the world),800,Financial assets Closing balance loans,LE00000,AFA0400,596788
2145,2011.03,Total economy (excl rest of the world),800,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,842031
2146,2011.03,Total economy (excl rest of the world),800,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,105141
2147,2011.03,Total economy (excl rest of the world),800,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,32158
2148,2011.03,Total economy (excl rest of the world),800,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,134500
